SECTOR,GROUP,COMMODITY,STATISTIC,UNIT
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS"
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SLAUGHTERED,"LB, LIVE BASIS"
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SLAUGHTERED,PCT OF COMMERCIAL
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,SOURCE,PCT FROM PASTURES
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"SOURCE, 5 YEAR AVG",PCT FROM PASTURES
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,"SOURCE, PREVIOUS YEAR",PCT FROM PASTURES
ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,VALUE,$
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,BRED,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,FARM USE,$
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,FARM USE,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,FARROWED,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,GROSS INCOME,$
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,"INDEX FOR PRICE RECEIVED, 2011",INDEX
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,INVENTORY,$
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,INVENTORY,$ / HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,INVENTORY,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,INVENTORY,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,INVENTORY,PCT BY SIZE GROUP
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,"INVENTORY, PEAK",HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,"INVENTORY, PEAK",OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,LITTER RATE,PIGS / LITTER
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,"LOSS, DEATH",HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,PIG CROP,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,PRICE RECEIVED,$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,PRICE RECEIVED,PCT OF PARITY
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,"PRICE RECEIVED, 10 YEAR AVG",$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,"PRICE RECEIVED, ADJUSTED BASE",$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,"PRICE RECEIVED, PARITY",$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,PRODUCTION,$
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,PRODUCTION,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,PRODUCTION,LB
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,PRODUCTION,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES,$
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES,$ / OPERATION
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES,LB
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES,LB / HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES,PCT OF FARM OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES,PCT OF FARM SALES
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES IN CONVENTIONAL MARKETS,$
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES IN CONVENTIONAL MARKETS,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES IN CONVENTIONAL MARKETS,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES IN ORGANIC MARKETS,$
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES IN ORGANIC MARKETS,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SALES IN ORGANIC MARKETS,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SHIPMENTS IN,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SLAUGHTERED,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SLAUGHTERED,"LB / HEAD, DRESSED BASIS"
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SLAUGHTERED,"LB / HEAD, LIVE BASIS"
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SLAUGHTERED,"LB, LIVE BASIS"
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,SLAUGHTERED,PCT OF COMMERCIAL
ANIMALS & PRODUCTS,LIVESTOCK,HOGS,VALUE,$
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,ACTIVITY,PCT ACTIVE
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,ACTIVITY,PCT FINISHED
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,ACTIVITY,PCT LIGHT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,ACTIVITY,PCT MODERATE
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,ACTIVITY,PCT NONE
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"ACTIVITY, PREVIOUS YEAR",PCT ACTIVE
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"ACTIVITY, PREVIOUS YEAR",PCT FINISHED
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"ACTIVITY, PREVIOUS YEAR",PCT LIGHT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"ACTIVITY, PREVIOUS YEAR",PCT MODERATE
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"ACTIVITY, PREVIOUS YEAR",PCT NONE
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,CONDITION,PCT EXCELLENT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,CONDITION,PCT FAIR
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,CONDITION,PCT GOOD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,CONDITION,PCT POOR
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,CONDITION,PCT VERY POOR
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"CONDITION, 5 YEAR AVG",PCT EXCELLENT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"CONDITION, 5 YEAR AVG",PCT FAIR
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"CONDITION, 5 YEAR AVG",PCT GOOD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"CONDITION, 5 YEAR AVG",PCT POOR
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"CONDITION, 5 YEAR AVG",PCT VERY POOR
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"CONDITION, PREVIOUS YEAR",PCT EXCELLENT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"CONDITION, PREVIOUS YEAR",PCT FAIR
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"CONDITION, PREVIOUS YEAR",PCT GOOD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"CONDITION, PREVIOUS YEAR",PCT POOR
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"CONDITION, PREVIOUS YEAR",PCT VERY POOR
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,GROSS INCOME,$
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"INDEX FOR PRICE RECEIVED, 2011",INDEX
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,INVENTORY,$
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,INVENTORY,$ / HEAD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,INVENTORY,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,INVENTORY,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"INVENTORY, PEAK",HEAD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"INVENTORY, PEAK",OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,LAMB CROP,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,LAMBING RATE,LAMBS / 100 EWES GE 1 YEAR
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"LOSS, DEATH",HEAD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"LOSS, DEATH",PCT HEAVY
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"LOSS, DEATH",PCT LIGHT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"LOSS, DEATH",PCT NORMAL
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"LOSS, DEATH, 5 YEAR AVG",PCT HEAVY
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"LOSS, DEATH, 5 YEAR AVG",PCT LIGHT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"LOSS, DEATH, 5 YEAR AVG",PCT NORMAL
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"LOSS, DEATH, PREVIOUS YEAR",PCT HEAVY
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"LOSS, DEATH, PREVIOUS YEAR",PCT LIGHT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"LOSS, DEATH, PREVIOUS YEAR",PCT NORMAL
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,OPERATIONS,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,PLACEMENTS,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,PRICE RECEIVED,$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,PRICE RECEIVED,PCT OF PARITY
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"PRICE RECEIVED, ADJUSTED BASE",$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"PRICE RECEIVED, PARITY",$ / CWT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,PRODUCTION,$
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,PRODUCTION,LB
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,PROGRESS,PCT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,PROGRESS,PCT LAMBED
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"PROGRESS, 5 YEAR AVG",PCT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"PROGRESS, 5 YEAR AVG",PCT LAMBED
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"PROGRESS, PREVIOUS YEAR",PCT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"PROGRESS, PREVIOUS YEAR",PCT LAMBED
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,RECEIVING,PCT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"RECEIVING, 5 YEAR AVG",PCT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,"RECEIVING, PREVIOUS YEAR",PCT
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SALES,$
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SALES,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SALES,LB
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SALES,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SALES IN CONVENTIONAL MARKETS,$
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SALES IN CONVENTIONAL MARKETS,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SALES IN CONVENTIONAL MARKETS,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SALES IN ORGANIC MARKETS,$
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SALES IN ORGANIC MARKETS,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SALES IN ORGANIC MARKETS,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SHIPMENTS IN,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SLAUGHTERED,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SLAUGHTERED,"LB / HEAD, DRESSED BASIS"
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SLAUGHTERED,"LB / HEAD, LIVE BASIS"
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SLAUGHTERED,"LB, LIVE BASIS"
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SLAUGHTERED,PCT OF COMMERCIAL
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,SOURCE,PCT FROM PASTURES
ANIMALS & PRODUCTS,LIVESTOCK,SHEEP,VALUE,$
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,INVENTORY,$
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,INVENTORY,$ / HEAD
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,INVENTORY,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,INVENTORY,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,"INVENTORY, PEAK",HEAD
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,"INVENTORY, PEAK",OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,KID CROP,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,SALES,$
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,SALES,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,SALES,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,SALES IN CONVENTIONAL MARKETS,$
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,SALES IN CONVENTIONAL MARKETS,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,SALES IN CONVENTIONAL MARKETS,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,SALES IN ORGANIC MARKETS,$
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,SALES IN ORGANIC MARKETS,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,SALES IN ORGANIC MARKETS,OPERATIONS
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,SLAUGHTERED,HEAD
ANIMALS & PRODUCTS,LIVESTOCK,GOATS,SLAUGHTERED,"LB / HEAD, LIVE BASIS"
ANIMALS & PRODUCTS,POULTRY,EGGS,BROKEN,DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,FARM USE,$
ANIMALS & PRODUCTS,POULTRY,EGGS,FARM USE,DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,PRICE PAID,$ / DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,PRICE RECEIVED,$ / DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,PRICE RECEIVED,PCT OF PARITY
ANIMALS & PRODUCTS,POULTRY,EGGS,"PRICE RECEIVED, 10 YEAR AVG",$ / DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,"PRICE RECEIVED, ADJUSTED BASE",$ / DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,"PRICE RECEIVED, PARITY",$ / DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,"PRICE RECEIVED, SEASONALLY ADJUSTED",$ / DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,"PRICE RECEIVED, SEASONALLY ADJUSTED",PCT OF PARITY
ANIMALS & PRODUCTS,POULTRY,EGGS,PRODUCTION,$
ANIMALS & PRODUCTS,POULTRY,EGGS,PRODUCTION,DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,PRODUCTION,EGGS
ANIMALS & PRODUCTS,POULTRY,EGGS,PRODUCTION,LB
ANIMALS & PRODUCTS,POULTRY,EGGS,PRODUCTION,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,EGGS,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
ANIMALS & PRODUCTS,POULTRY,EGGS,SALES,$
ANIMALS & PRODUCTS,POULTRY,EGGS,SALES,DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,SALES,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,EGGS,SALES IN CONVENTIONAL MARKETS,$
ANIMALS & PRODUCTS,POULTRY,EGGS,SALES IN CONVENTIONAL MARKETS,DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,SALES IN CONVENTIONAL MARKETS,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,EGGS,SALES IN ORGANIC MARKETS,$
ANIMALS & PRODUCTS,POULTRY,EGGS,SALES IN ORGANIC MARKETS,DOZEN
ANIMALS & PRODUCTS,POULTRY,EGGS,SALES IN ORGANIC MARKETS,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,EGGS,SEASONAL ADJUSTMENT FACTOR FOR PRICE RECEIVED,PCT
ANIMALS & PRODUCTS,POULTRY,EGGS,STOCKS,LB
ANIMALS & PRODUCTS,POULTRY,MEAL,PRODUCTION,LB
ANIMALS & PRODUCTS,POULTRY,MEAL,STOCKS,LB
ANIMALS & PRODUCTS,POULTRY,TURKEYS,CAPACITY,EGGS
ANIMALS & PRODUCTS,POULTRY,TURKEYS,CAPACITY,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, ANTE-MORTEM","LB, LIVE BASIS"
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, ANTE-MORTEM",PCT OF SLAUGHTER
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS"
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM",PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, CADAVER",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, CONTAMINATION",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, OVERSCALD",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, SYNOVITIS",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, TUBERCULOSIS",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, TUMORS",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"CONDEMNED, POST-MORTEM, UNKNOWN CAUSES",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,EGGS IN INCUBATORS,EGGS
ANIMALS & PRODUCTS,POULTRY,TURKEYS,HATCHED,HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,INVENTORY,HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,INVENTORY,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"INVENTORY, PEAK",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"INVENTORY, PEAK",OPERATIONS
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"LOSS, DEATH",PCT OF POULTS PLACED
ANIMALS & PRODUCTS,POULTRY,TURKEYS,PLACEMENTS,HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"PLACEMENTS, NET",HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,PRICE PAID,$ / HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,PRICE RECEIVED,$ / LB
ANIMALS & PRODUCTS,POULTRY,TURKEYS,PRICE RECEIVED,PCT OF PARITY
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"PRICE RECEIVED, 10 YEAR AVG",$ / LB
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES",$ / LB
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"PRICE RECEIVED, ADJUSTED BASE",$ / LB
ANIMALS & PRODUCTS,POULTRY,TURKEYS,"PRICE RECEIVED, PARITY",$ / LB
ANIMALS & PRODUCTS,POULTRY,TURKEYS,PRODUCTION,$
ANIMALS & PRODUCTS,POULTRY,TURKEYS,PRODUCTION,HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,PRODUCTION,LB
ANIMALS & PRODUCTS,POULTRY,TURKEYS,PRODUCTION,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,TURKEYS,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SALES,$
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SALES,HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SALES,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SALES IN CONVENTIONAL MARKETS,$
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SALES IN CONVENTIONAL MARKETS,HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SALES IN CONVENTIONAL MARKETS,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SALES IN ORGANIC MARKETS,$
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SALES IN ORGANIC MARKETS,HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SALES IN ORGANIC MARKETS,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SLAUGHTERED,HEAD
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SLAUGHTERED,"LB / HEAD, LIVE BASIS"
ANIMALS & PRODUCTS,POULTRY,TURKEYS,SLAUGHTERED,"LB, LIVE BASIS"
ANIMALS & PRODUCTS,POULTRY,TURKEYS,STOCKS,LB
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,"CONDEMNED, ANTE-MORTEM","LB, LIVE BASIS"
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,"CONDEMNED, ANTE-MORTEM",PCT OF SLAUGHTER
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS"
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,"CONDEMNED, POST-MORTEM",PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,HATCHED,HEAD
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,HATCHED,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,"INDEX FOR PRICE RECEIVED, 1910 - 1914",INDEX
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,"INDEX FOR PRICE RECEIVED, 1990 - 1992",INDEX
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,"INDEX FOR PRICE RECEIVED, 2011",INDEX
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,INVENTORY,HEAD
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,INVENTORY,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,PRODUCTION,LB
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,PRODUCTION,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,RELATIVE WEIGHT,PCT OF COMMODITY TOTALS
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,SALES,$
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,SALES,$ / OPERATION
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,SALES,OPERATIONS
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,SALES,PCT OF FARM OPERATIONS
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,SALES,PCT OF FARM SALES
ANIMALS & PRODUCTS,POULTRY,POULTRY TOTALS,SLAUGHTERED,"LB, LIVE BASIS"
ECONOMICS,PRICES PAID,FERTILIZER TOTALS,"INDEX FOR PRICE PAID, 1910 - 1914",INDEX
ECONOMICS,PRICES PAID,FERTILIZER TOTALS,"INDEX FOR PRICE PAID, 1990 - 1992",INDEX
ECONOMICS,PRICES PAID,FERTILIZER TOTALS,"INDEX FOR PRICE PAID, 2011",INDEX
ECONOMICS,PRICES PAID,FERTILIZER TOTALS,"RELATIVE WEIGHT, 5 YEAR MOVING AVERAGE",PCT OF TOTAL EXPENSES
ECONOMICS,PRICES PAID,"FERTILIZER, MIXED","INDEX FOR PRICE PAID, 1990 - 1992",INDEX
ECONOMICS,PRICES PAID,"FERTILIZER, MIXED","INDEX FOR PRICE PAID, 2011",INDEX
ECONOMICS,PRICES PAID,"FERTILIZER, MIXED",PRICE PAID,$ / TON
ECONOMICS,PRICES PAID,"FERTILIZER, MIXED","RELATIVE WEIGHT, 5 YEAR MOVING AVERAGE",PCT OF TOTAL EXPENSES
ECONOMICS,PRICES PAID,FUELS,"INDEX FOR PRICE PAID, 1910 - 1914",INDEX
ECONOMICS,PRICES PAID,FUELS,"INDEX FOR PRICE PAID, 1990 - 1992",INDEX
ECONOMICS,PRICES PAID,FUELS,"INDEX FOR PRICE PAID, 2011",INDEX
ECONOMICS,PRICES PAID,FUELS,PRICE PAID,$ / GALLON
ECONOMICS,PRICES PAID,FUELS,"RELATIVE WEIGHT, 5 YEAR MOVING AVERAGE",PCT OF TOTAL EXPENSES
ECONOMICS,PRICES PAID,LABOR,"INDEX FOR PRICE PAID, 1910 - 1914",INDEX
ECONOMICS,PRICES PAID,LABOR,"INDEX FOR PRICE PAID, 1990 - 1992",INDEX
ECONOMICS,PRICES PAID,LABOR,"INDEX FOR PRICE PAID, 2011",INDEX
ECONOMICS,PRICES PAID,LABOR,"RELATIVE WEIGHT, 5 YEAR MOVING AVERAGE",PCT OF TOTAL EXPENSES
ECONOMICS,PRICES PAID,SUPPLIES & REPAIRS,"INDEX FOR PRICE PAID, 1910 - 1914",INDEX
ECONOMICS,PRICES PAID,SUPPLIES & REPAIRS,"INDEX FOR PRICE PAID, 1990 - 1992",INDEX
ECONOMICS,PRICES PAID,SUPPLIES & REPAIRS,"INDEX FOR PRICE PAID, 2011",INDEX
